timestamp,open,high,low,close,volume
2020-01-01 00:00:00,30058.06,30125.59,29998.17,30043.17,962.38
2020-01-01 01:00:00,29910.75,30036.80,29775.11,29830.78,394.91
2020-01-01 02:00:00,29555.88,29741.63,29368.19,29371.00,660.47
2020-01-01 03:00:00,29230.13,29429.38,29185.94,29301.89,244.64
2020-01-01 04:00:00,28998.89,29149.59,28894.80,28997.67,140.13
2020-01-01 05:00:00,29006.00,29162.42,29005.29,29040.36,910.50
2020-01-01 06:00:00,29152.66,29306.70,29099.98,29174.59,906.17
2020-01-01 07:00:00,29263.19,29380.21,29067.80,29149.40,185.09
2020-01-01 08:00:00,29498.06,29519.79,29373.49,29493.30,127.98
2020-01-01 09:00:00,29834.46,29952.04,29684.43,29834.57,145.01
2020-01-01 10:00:00,30206.92,30207.02,30066.83,30157.17,920.94
2020-01-01 11:00:00,30506.69,30676.00,30351.18,30446.64,827.90
2020-01-01 12:00:00,30749.37,30843.78,30606.10,30770.85,859.14
2020-01-01 13:00:00,30529.84,30623.36,30423.66,30520.00,516.12
2020-01-01 14:00:00,30230.43,30335.37,30099.77,30260.39,281.03
2020-01-01 15:00:00,30551.99,30643.51,30535.23,30538.84,860.61
2020-01-01 16:00:00,30069.86,30237.71,29881.83,30071.69,318.96
2020-01-01 17:00:00,30436.14,30506.61,30299.19,30420.11,709.25
2020-01-01 18:00:00,30011.31,30093.78,29983.38,29994.11,116.48
2020-01-01 19:00:00,29748.76,29823.73,29609.51,29736.68,347.43
2020-01-01 20:00:00,29817.91,29822.82,29682.02,29757.71,787.04
2020-01-01 21:00:00,29354.48,29373.47,29203.67,29356.25,132.60
2020-01-01 22:00:00,29847.81,30014.49,29767.95,29843.75,720.79
2020-01-01 23:00:00,29542.81,29631.41,29392.92,29531.52,581.71
2020-01-02 00:00:00,29944.83,30016.78,29910.29,29921.36,663.81
2020-01-02 01:00:00,29842.67,29846.93,29715.80,29833.01,305.04
2020-01-02 02:00:00,30073.61,30232.87,29880.96,30176.11,191.08
2020-01-02 03:00:00,30348.24,30514.08,30264.99,30412.64,661.65
2020-01-02 04:00:00,30061.81,30079.19,30002.06,30046.37,779.01
2020-01-02 05:00:00,29958.51,29965.71,29801.26,29954.90,787.91
2020-01-02 06:00:00,29827.81,30002.42,29710.22,29972.64,711.77
2020-01-02 07:00:00,29909.03,29939.17,29855.93,29927.37,388.40
2020-01-02 08:00:00,30003.87,30120.69,29967.78,29997.01,890.27
2020-01-02 09:00:00,30363.78,30409.43,30174.08,30271.33,552.04
2020-01-02 10:00:00,30010.73,30057.70,29949.22,30037.11,225.84
2020-01-02 11:00:00,29596.42,29733.79,29445.57,29728.93,920.95
2020-01-02 12:00:00,29614.91,29768.55,29572.25,29658.02,766.36
2020-01-02 13:00:00,29312.91,29325.63,29263.53,29285.77,582.25
2020-01-02 14:00:00,29457.42,29515.23,29452.56,29478.64,536.18
2020-01-02 15:00:00,29865.60,29967.56,29676.71,29794.55,901.70
2020-01-02 16:00:00,30152.11,30313.26,29965.29,30178.81,401.00
2020-01-02 17:00:00,29902.99,30082.38,29708.15,30052.26,254.77
2020-01-02 18:00:00,29491.44,29599.78,29333.52,29400.09,661.51
2020-01-02 19:00:00,29743.58,29870.81,29698.70,29734.98,171.22
2020-01-02 20:00:00,29554.17,29710.17,29388.43,29482.41,390.53
2020-01-02 21:00:00,29969.40,30140.39,29872.40,29939.15,812.42
2020-01-02 22:00:00,29827.26,29986.71,29755.33,29842.11,821.68
2020-01-02 23:00:00,29482.11,29590.16,29289.75,29528.40,826.53
2020-01-03 00:00:00,29923.49,29954.79,29844.03,29946.87,997.82
2020-01-03 01:00:00,30282.22,30335.35,30241.11,30254.61,959.83
2020-01-03 02:00:00,29995.90,30064.81,29973.22,30050.58,945.36
2020-01-03 03:00:00,30086.53,30239.72,30065.62,30086.99,435.10
2020-01-03 04:00:00,30510.32,30569.64,30424.75,30458.55,417.66
2020-01-03 05:00:00,30527.52,30627.67,30508.25,30627.12,973.27
2020-01-03 06:00:00,30429.98,30441.39,30314.53,30434.42,372.35
2020-01-03 07:00:00,30512.99,30519.11,30350.98,30511.40,306.35
2020-01-03 08:00:00,30669.68,30695.54,30499.13,30554.78,225.86
2020-01-03 09:00:00,30383.76,30547.57,30336.56,30346.13,862.68
2020-01-03 10:00:00,30688.37,30820.83,30502.16,30760.25,458.32
2020-01-03 11:00:00,30998.15,31039.25,30982.25,31014.60,169.93
2020-01-03 12:00:00,31104.68,31226.40,31061.22,31075.90,475.43
2020-01-03 13:00:00,31603.73,31774.61,31407.97,31743.58,697.30
2020-01-03 14:00:00,32036.37,32061.68,31896.38,32014.60,751.42
2020-01-03 15:00:00,32438.34,32587.61,32423.59,32533.89,241.84
2020-01-03 16:00:00,32227.66,32302.20,32083.96,32091.10,459.21
2020-01-03 17:00:00,31754.81,31794.23,31630.00,31761.24,179.30
2020-01-03 18:00:00,31301.68,31442.50,31174.10,31373.91,263.28
2020-01-03 19:00:00,31790.76,31826.62,31648.91,31825.49,264.29
2020-01-03 20:00:00,31634.85,31761.80,31467.99,31503.99,285.54
2020-01-03 21:00:00,32042.94,32187.23,31898.56,31985.65,768.58
2020-01-03 22:00:00,31988.73,32109.07,31926.67,32001.19,215.12
2020-01-03 23:00:00,32032.13,32167.24,32024.03,32097.16,756.28
2020-01-04 00:00:00,31757.52,31830.42,31733.04,31786.73,201.66
2020-01-04 01:00:00,31284.68,31482.88,31114.53,31475.32,909.86
