timestamp,open,high,low,close,volume
2024-01-01T00:00:00Z,42016.92,42087.79,41982.38,42062.84,1004.50
2024-01-01T01:00:00Z,42096.93,42118.89,42011.16,42041.76,1520.68
2024-01-01T02:00:00Z,42035.43,42042.86,42009.11,42021.07,1219.84
2024-01-01T03:00:00Z,42054.03,42144.84,42045.93,42143.15,2113.35
2024-01-01T04:00:00Z,42140.36,42220.67,42076.82,42187.53,1162.16
2024-01-01T05:00:00Z,42201.78,42225.23,42155.72,42186.99,1094.28
2024-01-01T06:00:00Z,42180.12,42277.85,42084.53,42151.27,1460.22
2024-01-01T07:00:00Z,42176.76,42218.74,42139.51,42216.64,1193.17
2024-01-01T08:00:00Z,42206.17,42274.85,42066.17,42213.00,1301.85
2024-01-01T09:00:00Z,42205.89,42264.36,42135.28,42261.19,1239.04
2024-01-01T10:00:00Z,42261.10,42325.85,42156.85,42203.79,1370.82
2024-01-01T11:00:00Z,42201.82,42210.25,42141.03,42164.60,1182.21
2024-01-01T12:00:00Z,42183.16,42219.45,42077.48,42137.69,1190.09
2024-01-01T13:00:00Z,42162.50,42210.19,42102.30,42109.07,1112.74
2024-01-01T14:00:00Z,42121.32,42292.69,42000.59,42125.93,1025.14
2024-01-01T15:00:00Z,42139.36,42140.12,42134.38,42135.83,1088.58
2024-01-01T16:00:00Z,42132.93,42207.63,42089.46,42136.43,1494.30
2024-01-01T17:00:00Z,42151.07,42244.47,41986.25,42022.11,1058.76
2024-01-01T18:00:00Z,42035.68,42186.93,41888.21,42012.89,1110.78
2024-01-01T19:00:00Z,42039.63,42135.19,41884.41,42111.74,1202.89
2024-01-01T20:00:00Z,42140.49,42240.44,42070.34,42170.10,1160.38
2024-01-01T21:00:00Z,42159.93,42315.81,42019.01,42250.85,1186.23
2024-01-01T22:00:00Z,42267.03,42373.32,42135.75,42210.67,1177.88
2024-01-01T23:00:00Z,42234.54,42244.88,42140.30,42225.77,1213.47
2024-01-02T00:00:00Z,42236.61,42273.28,42192.17,42268.29,1486.12
2024-01-02T01:00:00Z,42287.85,42322.57,42207.44,42313.05,1333.55
2024-01-02T02:00:00Z,42318.17,42448.33,42193.00,42290.28,1045.61
2024-01-02T03:00:00Z,42289.51,42457.20,42196.50,42395.89,1197.75
2024-01-02T04:00:00Z,42392.71,42495.21,42299.12,42461.10,1367.26
2024-01-02T05:00:00Z,42487.53,42537.94,42477.56,42493.66,1014.80
2024-01-02T06:00:00Z,42494.47,42567.04,42445.51,42521.27,1295.01
2024-01-02T07:00:00Z,42533.13,42654.08,42407.51,42419.17,1189.68
2024-01-02T08:00:00Z,42426.59,42541.73,42362.35,42376.35,1354.64
2024-01-02T09:00:00Z,42364.27,42492.96,42251.36,42393.86,1005.21
2024-01-02T10:00:00Z,42412.38,42504.29,42337.10,42385.01,1330.21
2024-01-02T11:00:00Z,42384.45,42480.22,42344.72,42432.59,1303.77
2024-01-02T12:00:00Z,42458.30,42502.49,42444.96,42463.00,1340.99
2024-01-02T13:00:00Z,42450.31,42485.16,42435.92,42447.44,1473.31
2024-01-02T14:00:00Z,42455.94,42457.66,42381.08,42450.28,1382.84
2024-01-02T15:00:00Z,42436.16,42508.11,42278.37,42340.82,1354.33
2024-01-02T16:00:00Z,42345.58,42417.94,42313.46,42356.01,1180.07
2024-01-02T17:00:00Z,42390.40,42523.23,42311.67,42418.99,2193.84
2024-01-02T18:00:00Z,42431.54,42517.74,42298.74,42313.22,1496.03
2024-01-02T19:00:00Z,42303.60,42319.23,42230.39,42264.31,1291.64
2024-01-02T20:00:00Z,42297.12,42366.79,42205.94,42261.05,2035.22
2024-01-02T21:00:00Z,42268.84,42376.35,42154.22,42261.81,1336.48
2024-01-02T22:00:00Z,42264.14,42330.76,42167.10,42203.35,1155.75
2024-01-02T23:00:00Z,42209.84,42328.88,42099.26,42100.26,1119.68
2024-01-03T00:00:00Z,42090.96,42177.93,41968.57,42097.21,1150.16
2024-01-03T01:00:00Z,42130.40,42230.46,42104.35,42146.73,2172.15
2024-01-03T02:00:00Z,42148.47,42260.84,42127.00,42248.66,1089.13
2024-01-03T03:00:00Z,42249.01,42309.27,42148.03,42249.63,1031.52
2024-01-03T04:00:00Z,42280.15,42290.16,42267.85,42276.73,2032.87
2024-01-03T05:00:00Z,42279.42,42334.19,42151.34,42282.76,1033.69
2024-01-03T06:00:00Z,42289.37,42372.48,42242.27,42257.42,1423.63
2024-01-03T07:00:00Z,42263.93,42287.46,42144.65,42257.66,1141.04
2024-01-03T08:00:00Z,42288.26,42324.57,42284.16,42318.10,1655.93
2024-01-03T09:00:00Z,42351.36,42464.10,42241.85,42275.92,2054.86
2024-01-03T10:00:00Z,42296.17,42330.01,42192.52,42316.42,1309.21
2024-01-03T11:00:00Z,42319.09,42352.20,42293.92,42346.46,1127.52
2024-01-03T12:00:00Z,42371.73,42435.83,42326.92,42393.64,1140.44
2024-01-03T13:00:00Z,42418.40,42520.99,42386.41,42471.28,1114.79
2024-01-03T14:00:00Z,42470.97,42530.81,42400.76,42449.34,1163.60
2024-01-03T15:00:00Z,42451.45,42588.86,42392.98,42467.34,1371.47
2024-01-03T16:00:00Z,42489.13,42563.82,42473.32,42505.27,1479.98
2024-01-03T17:00:00Z,42523.00,42614.81,42409.57,42439.36,1475.57
2024-01-03T18:00:00Z,42432.31,42494.82,42401.73,42493.82,1139.62
2024-01-03T19:00:00Z,42494.58,42567.05,42419.60,42446.93,1097.03
2024-01-03T20:00:00Z,42479.43,42528.06,42369.48,42440.05,2247.31
2024-01-03T21:00:00Z,42445.16,42467.36,42313.36,42462.83,1066.53
2024-01-03T22:00:00Z,42461.72,42537.32,42410.70,42450.91,1442.91
2024-01-03T23:00:00Z,42444.45,42522.01,42396.79,42500.00,1493.74
2024-01-04T00:00:00Z,42533.94,42678.76,42531.18,42563.82,1717.37
2024-01-04T01:00:00Z,42586.17,42609.91,42527.32,42601.29,1430.78
2024-01-04T02:00:00Z,42587.69,42633.36,42563.16,42594.85,1265.60
2024-01-04T03:00:00Z,42594.26,42629.25,42576.82,42592.77,1308.22
2024-01-04T04:00:00Z,42615.78,42646.22,42478.64,42645.10,1196.59
2024-01-04T05:00:00Z,42632.66,42690.26,42483.03,42567.95,1089.53
2024-01-04T06:00:00Z,42583.54,42688.88,42570.70,42678.94,1286.74
2024-01-04T07:00:00Z,42703.70,42740.29,42628.28,42629.66,1030.58
